10007	10007	東北大学病院	119	37	29	114		18.09	39.78	42.10	40.46																								29					13.59															48					15.98											13					11.85					29			14.24				20	20			10.60	10.60		11			9.64			93			14.86			46			14.93												11				14.55	209	42	42	8.63	17.76	17.76	17			11.47		
10008	10008	秋田大学医学部附属病院	188	13	13	52		7.74	41.85	41.85	39.85						11						27.73		33				15	3.61				19.80	31					15.74															43					16.40															11					21.18	14			14.14																																											36			12.89								
10009	10009	国立大学法人山形大学医学部附属病院	45			63		17.87			46.76																		12					36.92	20					18.00															77					23.58											14				16	12.29				43.63	13			24.92																	20			16.00																		13				36.62	43			10.67								
10010	10010	公立大学法人福島県立医科大学附属病院	120	18	10	67		14.98	29.44	43.30	27.61														13					4.15					24				10	19.83				48.50											47					20.83											14					4.71					24			26.96																	20			10.65			17			15.59																	76			8.28								
10011	10011	筑波大学附属病院	170	22	13	112		11.73	24.59	33.92	24.23		13				14	12	10.38				26.71	34.75	54			34	11	3.19			9.53	12.45	59					15.39								10					8.80		87	10		35		15.84	20.90		24.29								25				21	3.52				21.24	25	12	12	25.44	36.17	36.17									63			13.57			19			16.16			16			19.19									14			14	8.57			12.79	116	25	25	6.28	12.28	12.28	17	12	11	12.53	37.42	40.00
10012	10012	自治医科大学附属病院	100	17	16	73		14.83	30.29	30.75	31.36						15	19					33.27	37.37	84			27		2.46			7.96		55				12	15.73				31.67				22					8.27		177			12		16.55			27.92								34			11	17	7.50			13.36	12.06	42			17.90											21			9.90			15	32	31	17.07	11.84	10.84																					157	17	16	10.28	32.00	32.13	32	11	11	8.91	23.91	23.91
10013	10013	獨協医科大学病院	160	12	12	62		9.41	22.50	22.50	21.29		10					23	15.20					35.91	44			13	60	3.36			8.54	12.00	127					15.93								26					7.54		255	17	12	20		15.48	33.71	40.25	19.60								26					8.35					67	18	15	22.31	36.89	37.07									21			19.10			40	15	15	18.33	20.87	20.87	31			16.19																	149			11.90			12			5.92		
10014	10014	国際医療福祉大学病院	19					19.58																											31					22.29								17					18.65		135	11				22.67	41.09																				10			15.70											12			12.67			55			10.36			128	14	14	9.73	20.79	20.79															51			10.63								
10015	10015	国立大学法人群馬大学医学部附属病院	80	23	19	51		23.05	46.48	48.95	43.98						13	13					33.00	35.31	11					2.64					37				18	19.73				36.83											94			32		20.05			21.13								25					3.16																			10			16.70									16			19.44												13				34.85	35			7.11			14			9.29		
10016	10016	埼玉医科大学病院																																																					110					15.18																					46			21.04											38			14.89			32	10	10	20.78	25.40	25.40	23			17.57																	74			8.38			30			14.43		
10017	10017	防衛医科大学校病院	44			33		7.09			22.55														22				10	3.36				13.30	10				13	8.30				15.08				13					7.46		28					12.79											26				32	5.73				12.16	13			19.54											14			10.14			10			12.10															17			24	3.35			15.88	27			5.22								
10018	10018	国立大学法人　千葉大学医学部附属病院	45	11	11	77		16.00	25.09	25.09	28.42														23			19		3.00			11.68		32					15.69															60					13.88											22			13		5.27			10.08		23			19.70											39			19.85			38	11	11	15.21	14.73	14.73	26			12.42																	76			7.93			18	16	16	6.61	17.00	17.00
10019	10019	東京慈恵会医科大学附属病院	31	15	10	59		15.68	27.67	22.90	30.54														183	14	14	101	29	2.62	11.07	11.07	7.17	15.45	38					16.45								10					9.90		113	26	25	14		15.85	25.35	25.80	33.14		44			14.73			17				16	8.12				16.00	15			26.20											10			25.80			22			20.00																		14				26.14	63			7.24				10	10		20.10	20.10
10020	10020	東京医科大学病院	86			176	13	9.67			28.39	49.62	10				12	17	9.70				30.92	53.12	26			12		4.12			15.33		48				21	15.73				35.86											151	16	13	12		16.09	23.00	22.92	24.50								11					9.18					15	10		16.40	40.80										22			17.09			12			15.83															14				8.00				80			7.88			18	24	22	9.44	18.63	19.64
10021	10021	東京女子医科大学病院	121	26	25	119	35	15.71	24.12	23.00	24.79	34.83													42			20	44	2.62			8.40	14.23	70				13	10.40				35.77				20					9.75		155	14	10			17.29	50.00	47.30									26				54	6.04				16.02	16			18.44											15			14.93			34	19	19	17.94	26.89	26.89	29			11.03				63	63		9.03	9.03	10				10.30				96			9.02								
10022	10022	慶應義塾大学病院	33			66		15.70			24.74														14					4.29					40					23.35															73					16.00											25			10		8.88			11.00		37	11	11	11.59	27.00	27.00									79			10.49			16			27.88			17			14.65												13				39.69	43			8.86								
10023	10023	日本医科大学付属病院	15			51		20.27			30.88						12	19					23.83	28.89	10				15	7.50				14.13	75			14	16	14.39			28.50	29.31				17					12.41		293	27	19	77		14.34	17.96	17.00	23.16								45			14		4.64			12.29		29			18.79											14			12.14			20			16.15			14			16.43																	86	11	10	9.91	26.91	29.10						
10024	10024	順天堂大学医学部附属順天堂医院	30			162		17.70			26.67						11						28.36		342			205		2.99			8.27		49					16.39								27					13.63		144	16	15			21.37	34.56	34.13									19			20	14	11.32			8.45	16.43	26			24.88											13			20.62			276	116	115	18.05	22.77	22.82	51			18.67									29			43	6.90			13.42	121	52	50	6.85	16.63	15.28	14	16	16	11.07	18.81	18.81
10025	10025	昭和大学病院	48			36		13.92			30.64						11	14					35.09	45.00	78			11	18	3.71			11.82	15.39	59					9.58								20					6.65		137			19		7.51			27.95								63			12	33	4.13			8.25	14.48	31			10.55																																											126	10		4.58	11.60		13			6.54		
10026	10026	東邦大学医療センター大森病院	24			26		8.63			36.77		13				13		9.46				37.08		40					3.90					38					22.00															113	24	20	10		18.21	34.04	32.70	33.80								50			11	24	6.08			10.09	15.75	37			13.73																	22			16.41															10				6.10				83			13.07								
10027	10027	日本大学医学部附属板橋病院	57	11		33		18.19	43.00		29.82						10	17					32.20	40.88	34			15		3.29			18.27		38				19	16.84				29.58				37					11.27		184	10		20		16.99	28.30		25.95								32				16	8.63				19.00	39			18.13											20			14.50			31	52	52	10.87	14.12	14.12																					81			12.53			15			12.87		
10028	10028	帝京大学医学部附属病院	29			32		23.24			29.44		10				16	12	5.40				40.63	40.25	41			21	17	3.32			8.81	16.76	53					15.87								20					13.45		123			13		24.05			30.00								19				14	6.16				24.64	16			20.44						14				11.93	20			19.80			13			29.85			13			21.08									12				6.00				77			6.78			12			8.25		
10029	10029	杏林大学医学部付属病院	101			63		19.28			37.21		10					20	9.10					38.85	37					4.76					117	13	12		26	22.45	32.15	31.67		46.23				65					8.02		284	24	20	41		19.40	35.92	37.60	30.85								17				13	8.12				24.38	34	11	10	21.91	58.27	45.80															14			32.57															11			11	4.55			22.45	122			11.41			42			7.62		
10030	10030	東京医科歯科大学医学部附属病院	39	13		57		14.08	8.85		25.65														85			34		2.72			9.38		25					8.76															76			12		13.93			21.50								43			14	19	3.14			10.43	12.63	25			11.48						12				12.83	30			13.77			32			12.44			23			9.48																	69	10		6.88	16.40		20	14	13	5.35	21.36	22.15
10031	10031	東京大学医学部附属病院	238	27	15	60		7.46	32.59	36.40	29.52														33					5.18					63					7.25															82	10				20.39	32.90										25				17	6.08				16.53	20			15.80											29			20.17			20			20.00			25			19.20									18				9.61				106	48	48	10.74	16.27	16.27	19	21	18	9.79	26.57	26.28
10032	10032	公立大学法人　横浜市立大学附属病院	113	25	16	76		10.93	25.20	26.38	28.50														41			20	14	3.39			8.15	19.79	25					18.32															86			16		16.62			21.25								16			13		5.75			10.85		42			16.83											20			17.80			27			16.74			25			15.96																	84	16	16	5.32	22.69	22.69						
10033	10033	北里大学病院	106	14	11	89		20.61	29.71	30.64	32.92		29				26	18	7.45				37.85	33.67	50			16	12	3.32			14.63	13.83	98	10			10	23.52	40.00			54.90				13					11.69		163	14		61		20.47	34.00		28.75								20					5.10					70	11	11	17.06	25.36	25.36									27			15.81			15	10	10	27.47	12.00	12.00	10			16.70									22				9.55				108			11.70			73			7.33		
10034	10034	東海大学医学部付属病院	114			61		11.79			30.67						24	13					45.75	40.31	33			22		3.39			6.64		84	12	11		16	22.29	21.42	20.91		50.56											284	20	15	29		16.86	34.00	29.20	36.76								20			13	15	2.80			8.62	26.53	36	17	15	26.94	60.94	59.73									11			11.36			17	13	13	33.88	26.23	26.23	10			22.90												10				20.60	120			13.05				38	37		39.47	38.92
10035	10035	聖マリアンナ医科大学病院	56	14	12	32		21.73	43.86	44.92	33.44														28			14		2.36			7.50		68				11	23.01				39.55											209	16	10	11		19.23	46.63	45.00	27.09								17			17		3.53			10.59		53	13	13	17.58	54.62	54.62									41			15.10			58	14	13	23.53	43.57	45.85	35			11.57																	130	29	29	8.51	27.48	27.48	12			14.33		
10036	10036	新潟大学医歯学総合病院	105	22	19	107		13.33	42.14	38.21	31.37		12						2.42						103			32		2.27			16.06		31					15.97															77			17		23.70			26.06								37					5.46					19			28.84											24			27.00			10			28.20			14			17.79																	36			8.67			11			12.45		
10037	10037	国立大学法人富山大学附属病院	42			37		12.81			39.24						12						33.58		45			29	16	2.69			12.79	18.50	24					16.50															75			12		16.28			25.08								76			16	41	5.22			14.44	21.88	10			26.50																	12			13.75			25			13.36																	33			10.21								
10038	10038	金沢医科大学病院	41			15		8.24			35.47														10					5.70					35					27.37								10					17.00		138					24.19											11					5.09					10			17.10																							10			22.40																	35			12.74			12			12.83		
10039	10039	国立大学法人　金沢大学附属病院	60			85		12.80			30.82														65			43	29	2.74			15.33	20.34	15					7.27															36			11		12.47			22.45								31			17	13	7.94			18.59	18.15																																															19			20.47								
10040	10040	福井大学医学部附属病院	50			24		16.38			37.67		12						7.92						37			14		3.81			14.36		44				11	11.30				24.82											128			13		16.98			18.54								41			11		4.66			10.91		19			21.42											11			8.18									11			10.36																	32			9.94			11			13.09		
10041	10041	山梨大学医学部附属病院	20			54		18.25			37.65		12					12	5.17					40.75	39			18	11	3.10			13.39	17.18	32					15.47								12					12.08		51					17.18											13					5.92					14	10	10	25.00	55.00	55.00															12			21.58																							25			11.40								
10042	10042	国立大学法人　信州大学医学部附属病院	28			45		22.29			24.20														28			25	14	2.36			9.64	16.50	16					14.69															45					19.29											16					7.19					20			17.20																	32			19.00			27			17.56																	87			7.63			18			14.11		
10043	10043	岐阜大学医学部附属病院	153	16	13	41		9.09	26.19	28.23	40.00						10						41.40		33			18		3.06			8.67		29				13	16.79				31.62				11					10.00		83			21		14.36			19.52								46				25	3.63				15.76	30			31.03			14				4.36				14			18.21			12			15.42			33			19.33									13			13	9.23			21.46	60			6.52			16			6.63		
10044	10044	浜松医科大学医学部附属病院	39			62		14.92			30.58														57			16		2.63			12.56		28					20.36															79	11	10			18.75	34.27	33.40									37				10	6.00				12.60	25	12	12	13.76	41.83	41.83									16			8.50			15	27	27	12.53	8.59	8.59	17			11.29																	62			9.85			12			13.17		
10045	10045	名古屋市立大学病院	63			38		12.79			43.63						12						32.58		62			26	13	3.23			10.04	15.31	85					17.22															204	10		24		14.14	30.40		18.63								25					4.80					13			11.85											12			5.83			41	40	40	10.46	25.25	25.25													13			10	6.92			18.90	89			10.54								
10046	10046	藤田医科大学病院	73	15	10	69		14.97	43.87	53.20	34.49		20				27	11	4.15				29.41	52.27	153	13	13	41	20	3.53	12.77	12.77	9.27	16.65	120					16.46								14					10.86		471	15	11	31		14.77	27.00	30.09	26.58								48			21	16	5.67			13.76	16.94	50			20.30											16			15.50			86			20.80			35			16.71									15			15	9.33			25.40	157			9.36			30	14	10	19.90	48.93	45.10
10047	10047	愛知医科大学病院	33			65		16.88			24.55						18	13					29.33	46.46	44			77		3.95			9.29		80	13	12		20	20.55	30.00	29.17		39.60				32					12.50		316	12		33		16.15	33.58		23.55								38			38	10	7.39			9.76	12.30	27			15.07											28			25.07			64			13.95			28			13.11									12			12	11.33			21.50	83			9.82				19	18		13.37	13.94
10048	10048	名古屋大学医学部附属病院	145	33	16	55		12.57	30.61	41.31	33.49														47			62		2.30			7.98		24					14.13															65					17.75											21			12	21	4.90			6.83	18.00	11			16.82											18			17.83			74	14	14	13.12	11.79	11.79	23			12.70			33	13	13	5.48	6.46	6.46				10				14.80	105	14	14	7.94	12.93	12.93	13			9.15		
10049	10049	国立大学法人三重大学医学部附属病院	49			43		20.45			27.00						11						36.64		68			34	14	3.78			12.79	18.36	49				11	6.27				28.18				15					12.53		86			18		11.43			23.83								25					3.84					20			18.40																	67			15.06			18			14.78												12				15.92	24			8.08								
10050	10050	滋賀医科大学医学部附属病院	59			42		13.03			36.45						19						40.00		32			14		5.28			11.79		33					17.94															81	10		20		19.73	41.60		28.45								17			13		8.29			6.31		11			20.55																	16			23.06			21			19.33									12			28	6.00			17.68	54			14.69			11			15.73		
10051	10051	京都府立医科大学附属病院	57			38		16.93			50.05														31			12		3.61			11.67		14					13.00															66					17.23											30					4.53					26			19.08											14			18.43			16			16.00			10			14.40												12				35.83	41			10.95			15			13.93		
10052	10052	国立大学法人京都大学医学部附属病院	261	16	15	74		8.31	26.31	26.87	31.89														88			38	10	4.48			12.05	16.10	52				12	15.90				24.42				13					8.46		169	17	11	23		16.18	21.24	20.73	21.26								156				48	5.35				20.02	17			16.29											12			14.33			85	18	16	16.09	27.22	23.13	19			18.84									15				9.93				133	22	22	8.55	15.00	15.00	13			10.92		
10053	10053	大阪医科薬科大学病院	60	12	10	76		16.55	34.17	33.90	33.24						14						21.36		64			51		2.23			7.41		36					17.53								40					9.63		125	11		19		17.58	38.36		26.05								40			42		4.30			5.88		37			17.19			10				4.60				27			20.37			27			20.37			24			11.96									86			70	5.15			13.41	95			8.57								
10054	10054	大阪市立大学医学部附属病院	82			105		15.46			30.82														55			38	11	2.35			13.03	16.82	15					8.67															36					16.06											10					3.90					26			15.42											11			20.18									11			12.36																	85	24	24	6.16	15.88	15.88		11	11		23.91	23.91
10055	10055	関西医科大学附属病院	63	11		74		13.62	27.82		27.99						11	13					34.27	49.08	33			23	10	2.30			16.91	16.00	61				15	16.92				31.67											137	10		24		17.31	34.40		28.63								38			12	11	3.61			12.67	15.27	39	12	11	12.85	23.08	23.09									13			18.38			33			12.36			23			8.26									18			34	5.94			23.82	70			7.51			14	14	14	8.50	28.00	28.00
10056	10056	学校法人近畿大学　近畿大学病院	55	10		57		11.18	30.20		24.54														25			13		3.00			9.54		71				11	16.00				25.55				20					13.75		216	10		25		11.76	28.20		17.28								36				20	4.25				15.00	31			21.77											16			17.88			13			23.00															20			16	3.60			22.56	46			9.46								
10057	10057	大阪大学医学部附属病院	140	13	10	97		13.02	49.08	45.50	26.43														47			32		4.19			14.00		50				10	15.46				29.70				11					10.36		92			12		12.47			30.17								25			21		4.88			12.76		21			17.57			11				5.73				23			22.04			153	27	27	14.10	25.37	25.37	27			12.15				13	13		12.23	12.23	15			16	11.20			25.00	180	37	36	6.92	17.86	17.83	16	16	16	9.25	16.19	16.19
10058	10058	兵庫医科大学病院	71			52		12.93			24.02		12				21		9.17				24.33		226			158	55	3.44			8.63	14.58	59	10			14	15.37	21.20			28.29				29					18.72		173	13	10	65		16.10	18.15	15.70	22.14								74			27	22	5.46			7.89	20.64	23			16.09											30			19.87			34			23.68			17			18.94									16			16	9.94			20.31	61			9.15			13			13.23		
10059	10059	神戸大学医学部附属病院	92	27	24	59	13	16.02	23.37	21.54	26.76	40.31													15				13	4.40				15.38	14				11	18.64				35.82											53					17.28											22			11		5.86			13.91		23			21.30											30			22.50			26	11	11	16.27	13.27	13.27	24			16.42																	60			8.63			13			8.08		
10060	10060	奈良県立医科大学附属病院	121			66		10.13			37.24		12					16	7.42					33.13	99			46	14	3.11			11.46	18.79	44				27	16.20				29.93				25					9.36		109	11		42		17.61	28.55		29.29								58			12	20	5.16			13.58	15.85	30	11	11	19.97	28.00	28.00									13			21.31			72			19.00			18			13.94												19				23.84	139	37	36	7.98	18.62	18.47	43	16	14	10.26	22.69	22.86
10061	10061	和歌山県立医科大学附属病院	56	19	18	55		19.38	53.00	54.89	26.31		15					12	7.33					66.67	54			29		2.96			11.10		94				31	14.86				25.45											282			37		14.22			24.49								29			18		7.52			9.17		31			25.87											23			14.74			67	17	17	13.36	20.71	20.71	26			13.73									13			17	6.54			19.06	104	10		8.97	21.10		15	12	11	11.87	38.75	38.00
10062	10062	鳥取大学医学部附属病院	52			29		17.69			29.00						14						43.79		47			24		2.06			14.46		84					20.92															168	16	12	29		22.38	39.69	44.58	31.00								12				16	10.08				27.31	16			27.00											21			23.71			72			20.51			29			21.00																	78			8.63			19	11	11	8.79	26.18	26.18
10063	10063	島根大学医学部附属病院	32	10		17		17.72	35.70		36.00														28				17	5.04				16.18	57					23.65															127			18		20.76			29.61								19			17	11	4.74			14.88	20.27																					23			29.70			13			17.85									10				7.80				85			9.60								
10064	10064	川崎医科大学附属病院	22			18		24.32			26.11		11						7.00						20			12		3.20			11.08		68				12	15.85				25.00				13					9.38		204			26		12.87			20.85								16				17	9.50				18.00	18			15.78											16			15.13			17			20.94			22			16.50									12				2.75				81			7.77			15			9.73		
10065	10065	岡山大学病院	72	14	12	65		13.79	16.79	16.00	22.05						10						25.70		170			75	19	2.92			8.85	12.63	20					6.15															16					16.00											48			18	13	3.67			6.78	14.08	21			17.57											21			15.00			106	47	47	14.10	12.96	12.96	28			13.79																	159	21	21	9.72	28.05	28.05	19	10	10	10.11	17.10	17.10
10066	10066	広島大学病院	148	23	14	76		11.84	27.09	29.36	25.91														70			31		3.09			9.19		25					12.64															49					15.47											50			16	16	3.60			9.88	25.88	20	12	12	8.85	37.92	37.92															16			13.44																							152	23	23	9.03	24.09	24.09						
10067	10067	山口大学医学部附属病院	84			24		12.21			30.96		10				25		12.10				40.40		37			40		3.95			12.78		38				26	16.79				33.04				18					16.56		101			55		17.04			25.49								61			20	16	5.05			19.65	22.31	24	11	10	17.04	39.73	41.80									13			15.54			12	14	14	24.92	25.79	25.79	11			21.73												19				26.42	92	19	19	9.10	26.68	26.68	15	10	10	14.33	24.60	24.60
10068	10068	徳島大学病院	61	12	11	48		16.92	35.67	34.09	34.44						16						26.56		62			18	14	4.40			14.06	17.43	40				18	16.15				26.28				10					12.10		74			38		15.18			20.26								70			17	27	4.13			11.59	16.33	12			19.17											18			15.11									15			19.73																	94	15	15	8.61	29.27	29.27		10	10		17.80	17.80
10069	10069	香川大学医学部附属病院	69			37		19.55			43.41						10						30.10		62			31		3.65			14.29		30					15.63								15					11.80		28			13		15.25			23.08								26					7.04					20			19.30											17			19.71																													77			7.42			30			8.57		
10070	10070	愛媛大学医学部附属病院	99			74		9.01			31.39														71			23		2.70			11.48		17					12.00															30			14		17.70			22.79								40			21	13	4.03			13.43	16.77	18			17.56			17				5.47				27			15.19			44			13.98			18			17.56																	52	10		6.52	11.70							
10071	10071	高知大学医学部附属病院	121			37		14.10			41.54							12						39.17	52			23	12	4.81			11.48	14.42	18					18.61															118			25		16.60			30.80								40			17	12	7.43			11.76	19.17	10			26.10																																											66			7.38			10			7.50		
10072	10072	福岡大学病院	53			52		12.02			36.87		16				11		7.19				23.09		77			31	23	4.51			8.32	21.00	35				17	14.69				23.35				29					13.76		102					18.83											59			24	35	5.27			11.17	23.71	28			21.43											15			19.07			75	30	30	15.07	15.70	15.70	34			11.94									11			12	11.18			24.33	173			8.50			21			13.76		
10073	10073	久留米大学病院	58	21	12	60		25.24	42.29	55.17	53.33														80			37	10	3.59			15.89	26.60	26	12				16.19	45.00							13					15.15		38					18.87											37				21	6.62				24.57	19			22.26				11	11			11.36	11.36								11			14.27			31			10.74												20				36.60	55			8.69			12			7.42		
10074	10074	産業医科大学病院	66	20	13	24		23.53	29.90	34.31	43.96																								20					25.05								14					17.14		74					22.34					18			23.67			11					7.36					15			18.33											33			16.39			50			20.46			17			17.53																	46			9.61			10	19	19	13.20	11.63	11.63
10075	10075	九州大学病院	206	30	12	51		11.86	20.80	24.25	24.65						10						25.30		50			16		4.64			15.25		27					14.26															34					17.50											74				24	5.64				19.88	38			21.71			16				4.69				35			15.80			15			27.87			17			19.88																	108	22	21	7.41	23.77	24.52	15	12	12	15.53	24.33	24.33
10076	10076	佐賀大学医学部附属病院	55			33		9.96			27.45		10				14		8.30				43.14		55			27		4.25			14.26		64				10	14.13				37.90											145	11		28		14.29	22.55		15.07								53			17	11	5.13			9.18	26.09	38	11		16.05	24.45										14			13.43									11			15.00									11				11.45				84			7.18			11	13	13	6.91	17.38	17.38
10077	10077	長崎大学病院	98	18	17	45		13.38	31.50	31.76	31.11							24						32.50	49			36	15	3.20			11.08	14.80	92				19	13.63				24.84											192			52	10	15.36			19.58	24.80							42				33	5.50				15.36	26	12	10	19.73	45.17	47.20									21			18.52			12			14.08			18			13.39												18				16.44	154			5.23			11			11.00		
10078	10078	熊本大学病院	87	15	14	73		18.15	28.73	29.93	27.33														40			30		3.18			10.73		12					5.25															50			17		15.08			25.06								49				25	4.22				15.92	24			27.88											30			19.87			34			13.97			28			19.21																	56	13	13	7.02	16.00	16.00						
10079	10079	大分大学医学部附属病院	41			32		16.78			40.41														27			19		4.22			19.21		21					26.19															33	10				16.88	35.60										20					7.20					11			31.73											14			17.79									26			23.00												10				24.10	52	12	11	12.71	15.58	13.91	21			9.05		
10080	10080	宮崎大学医学部附属病院	37			53		17.00			30.57														29			12		4.38			13.42		10					11.30															24					17.75											11					4.82					36			15.69																	38			16.71																							31			9.26			15			8.00		
10081	10081	鹿児島大学病院	86	26	16	107		16.27	38.81	46.25	31.04		12						3.58						46			15	16	4.28			10.93	14.25	16					9.94															30					13.23											39			11	13	2.74			11.27	15.23	44	10		15.27	49.40										21			18.86			48			17.75			23			14.30												10				15.00	65	11	11	5.94	12.00	12.00						
10082	10082	琉球大学病院	95	11	11	46		13.99	44.18	44.18	49.22																																												24					19.75																					20			21.75																	17			14.12																							34			12.74								
20001	20001	市立札幌病院	25					13.72																																															42					16.12																																			14			14.43			65			14.68			33			16.61																	43			4.91								
20002	20002	医療法人　徳洲会　札幌東徳洲会病院																																	43					24.86															121	17	12	18		19.96	23.41	23.42	31.61																		15			16.07																																											34			10.59								
20003	20003	手稲渓仁会病院	30					20.53										13						41.62	36			14	12	2.97			7.43	13.58	76				15	20.51				30.53											191	11	10	39		16.38	42.18	44.10	26.08								26					2.42					18			14.61																																											61			7.93								
20004	20004	旭川赤十字病院	13			24		14.92			29.71							47						35.09	19				54	4.00				15.30	141				16	19.01				31.75				24					9.71		423	21	11	36	16	15.75	26.00	30.64	23.06	31.00							13				28	7.08				15.96	27	10	10	16.26	32.80	32.80															70			22.04			21			23.48																	96			14.82			11			12.45		
20005	20005	社会医療法人　製鉄記念室蘭病院	18					18.39																																																																																																																																		
20006	20008	青森県立中央病院	28			28		21.00			33.32		15				11	15	7.40				30.45	39.53	17					2.53					62					16.21															170	14	11	28		18.22	32.86	35.00	27.93								15					5.07					23			21.22																	23			16.87			21			10.19																	54			9.57			17			23.76		
20007	30095	八戸市立市民病院	41					18.32					21				20	13	2.95				27.90	42.46	104			37	21	2.18			7.32	16.43	123				23	17.16				27.87											290	13		59		18.49	37.92		29.37								26				13	7.04				17.69	28			18.89																	10			28.60																							94			8.11			12			18.50		
20008	20009	岩手県立中央病院	37			27		16.95			22.89		28				45		2.86				23.84		153			116	18	2.71			6.80	13.94	136			20	36	14.81			28.10	21.08				75					12.92		441	59	54	94		15.21	16.31	16.22	19.86								30			16		7.57			10.31		25			13.64																																						14				15.57	108			9.05								
20009	20010	石巻赤十字病院	23					17.39					17				11	16	8.59				35.55	40.75	22				11	2.32				18.64	90				19	16.41				31.95				29					9.41		279	18	16	35		15.26	32.17	34.13	23.17								20				16	6.25				16.75	15			20.20																	17			16.00																							47			7.15				14	14		30.21	30.21
20010	20011	大崎市民病院	23					14.91									27						29.37												121				10	17.31				27.40				12					16.92		295	15	12	14		17.91	27.93	25.33	23.57								10					5.10					16			21.50											10			21.00			12			16.58																							73			6.89								
20011	20013	山形県立中央病院	111			13		4.48			25.62		14						4.71						49			21		3.35			10.43		50				12	14.04				29.83											211					15.87														12					8.67																																																40			9.90								
20012	20014	日本海総合病院	27					9.67										15						30.13											58					23.67								27					12.07		348	26	22			19.27	34.54	35.55																			19			20.37																	26			20.88																							56			11.63								
20013	20015	公立大学法人福島県立医科大学会津医療センター附属病院	16					9.44																																																																																																																																		
20014	30173	いわき市医療センター	23					18.13					13				19		12.54				24.42												107			14	10	15.22			25.93	20.00				15					16.73		197	15				18.99	43.47																				13			12.54																																											90			9.27								
20015	20017	株式会社　日立製作所日立総合病院	26					22.08					11						13.18						10					2.50					73					22.53															190			26		21.83			27.69																		17			31.88																	14			28.57																							62			9.79								
